Cleaned Text,Stemmed Tokens,Tweet ID 
Help us on #GivingTuesday with our fight against cancer. Please consider supporting  and the Norma Mae H… ,"['help', 'u', '#', 'givingtuesday', 'fight', 'cancer', '.', 'pleas', 'consid', 'support', 'norma', 'mae', 'h…']",1067515840206127105
"Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, pro… ","['dana', 'holgorsen', '’', 's', '1st', '4', 'year', '#', 'wvu', '28-23', '(', '.549', ')', 'holgorsen', '’', 's', 'last', '4', 'year', '#', 'wvu', '33-17', '(', '.660', ')', 'be', 'patient', ',', 'pro…']",1067515737802268673
To the boy in the cabellas sweatshirt waiting for the PRT this morning that smiled at me. Hit me up. #wvu,"['to', 'boy', 'cabella', 'sweatshirt', 'wait', 'prt', 'morn', 'smile', '.', 'hit', '.', '#', 'wvu']",1067515457828204545
"RT @spikeyeezy: “Tito’s &amp; Tacos” every Tuesday at  

#TacoTuesday #WVU #goodeats ","['rt', '@', 'spikeyeezi', ':', '“', 'tito', '’', 's', '&', 'amp', ';', 'taco', '”', 'everi', 'tuesday', '#', 'tacotuesday', '#', 'wvu', '#', 'goodeat']",1067514832398753793
#WVU forward Lamont West talks about the energy Emmitt Matthews Jr. has provided off the bench ,"['#', 'wvu', 'forward', 'lamont', 'west', 'talk', 'energi', 'emmitt', 'matthew', 'jr.', 'provid', 'bench']",1067514482610642944
#WVU head coach Bob Huggins said Beetle Bolden and Wesley Harris will play against Rider tomorrow,"['#', 'wvu', 'head', 'coach', 'bob', 'huggin', 'said', 'beetl', 'bolden', 'wesley', 'harri', 'will', 'play', 'rider', 'tomorrow']",1067513299170934784
"“Tito’s &amp; Tacos” every Tuesday at  

#TacoTuesday #WVU #goodeats ","['“', 'tito', '’', 's', '&', 'amp', ';', 'taco', '”', 'everi', 'tuesday', '#', 'tacotuesday', '#', 'wvu', '#', 'goodeat']",1067512805660782592
#WVU head coach Bob Huggins said that James Bolden practiced yesterday and will play against Rider tomorrow. Forwar… ,"['#', 'wvu', 'head', 'coach', 'bob', 'huggin', 'said', 'jame', 'bolden', 'practic', 'yesterday', 'will', 'play', 'rider', 'tomorrow', '.', 'forwar…']",1067512003667914752
Jordan McCabe talks about #WVU limiting turnovers the last two games ,"['jordan', 'mccabe', 'talk', '#', 'wvu', 'limit', 'turnov', 'last', 'two', 'game']",1067511840048128000
#WVU head coach Bob Huggins said Beetle Bolden practiced yesterday and will play against Rider tomorrow. Wesley Harris will also return,"['#', 'wvu', 'head', 'coach', 'bob', 'huggin', 'said', 'beetl', 'bolden', 'practic', 'yesterday', 'will', 'play', 'rider', 'tomorrow', '.', 'wesley', 'harri', 'will', 'also', 'return']",1067511680190558208
#WVU #Mountaineers Black Navy Blue Sport Sunglasses Gift ,"['#', 'wvu', '#', 'mountain', 'black', 'navi', 'blue', 'sport', 'sunglass', 'gift']",1067510904835723266
West Virginia - Giant #Beer Mug | #WVU #Mountaineers 25 oz. Elite Tankard Mug ,"['west', 'virginia', '-', 'giant', '#', 'beer', 'mug', '|', '#', 'wvu', '#', 'mountain', '25', 'oz', '.', 'elit', 'tankard', 'mug']",1067508687852441601
"RT : #CFB Total QBR week 14

Kyler Murray #Sooners 96.1
Tua Tagovailoa #Bama 95.9
Jake Fromm #UGA 86.1
Dwayne Haskins #OhioSta…","['rt', ':', '#', 'cfb', 'total', 'qbr', 'week', '14', 'kyler', 'murray', '#', 'sooner', '96.1', 'tua', 'tagovailoa', '#', 'bama', '95.9', 'jake', 'fromm', '#', 'uga', '86.1', 'dwayn', 'haskin', '#', 'ohiosta…']",1067508628964306944
#WVU fact guide for the ongoing coaching carousel (VIP).... ,"['#', 'wvu', 'fact', 'guid', 'ongo', 'coach', 'carousel', '(', 'vip', ')', '...', '.']",1067508360961056768
"RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the…","['rt', '@', 'weekley', ':', 'west', 'virginia', 'content', 'big', '12', 'championship', 'season', ',', 'fell', 'short', 'last', 'friday', ""'s"", 'loss', 'the…']",1067506107734786049
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,"['rt', '@', 'rivalskeenan', ':', 'freshman', 'point', 'guard', 'jordan', 'mccabe', 'get', 'shot', '#', 'wvu', 'practic', '.']",1067505217338519552
"RT @jacobbogage: A year ago today: one of the biggest #allmets commitments in the class of 2018.  to #WVU

","['rt', '@', 'jacobbogag', ':', 'a', 'year', 'ago', 'today', ':', 'one', 'biggest', '#', 'allmet', 'commit', 'class', '2018.', '#', 'wvu']",1067503180202807296
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067503009939288064
"RT @jacobbogage: A year ago today: one of the biggest #allmets commitments in the class of 2018.  to #WVU

","['rt', '@', 'jacobbogag', ':', 'a', 'year', 'ago', 'today', ':', 'one', 'biggest', '#', 'allmet', 'commit', 'class', '2018.', '#', 'wvu']",1067502677901361152
"RT : Also, our #WVUFootball season recap show will likely drop sometime in the coming weeks before the bowl game. We will a…","['rt', ':', 'also', ',', '#', 'wvufootbal', 'season', 'recap', 'show', 'will', 'like', 'drop', 'sometim', 'come', 'week', 'bowl', 'game', '.', 'we', 'will', 'a…']",1067502671769321473
"Also, our #WVUFootball season recap show will likely drop sometime in the coming weeks before the bowl game. We wil… ","['also', ',', '#', 'wvufootbal', 'season', 'recap', 'show', 'will', 'like', 'drop', 'sometim', 'come', 'week', 'bowl', 'game', '.', 'we', 'wil…']",1067502553376657411
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,"['rt', '@', 'rivalskeenan', ':', 'freshman', 'point', 'guard', 'jordan', 'mccabe', 'get', 'shot', '#', 'wvu', 'practic', '.']",1067502158382272513
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067502155458887680
"Career without student loan debt!
#WestVirginia #Apprenticeship #Careers #WVU #Jobs ","['career', 'without', 'student', 'loan', 'debt', '!', '#', 'westvirginia', '#', 'apprenticeship', '#', 'career', '#', 'wvu', '#', 'job']",1067502104510631936
"Sh*t the Bed 12/10 #Hot #Sauce - Imported from #Australia 8oz bottle 
 #morgantown #wvu","['sh*t', 'bed', '12/10', '#', 'hot', '#', 'sauc', '-', 'import', '#', 'australia', '8oz', 'bottl', '#', 'morgantown', '#', 'wvu']",1067502090153586688
"RT : Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ","['rt', ':', 'rumor', ',', 'don', '’', 't', 'believ', '.', 'holgorsen', 'will', 'continu', 'build', '#', 'wvu', 'footbal']",1067502032674795520
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067501814893998081
How did #WVU's offense do against opponents in comparison to other teams? A game-by-game breakdown (VIP).... ,"['how', '#', 'wvu', ""'s"", 'offens', 'oppon', 'comparison', 'team', '?', 'a', 'game-by-gam', 'breakdown', '(', 'vip', ')', '...', '.']",1067500809758228480
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067500346694660096
"You had the questions, I hand delivered the answers in the weekly  Q&amp;A Mailbag touching on a lot of… ","['you', 'question', ',', 'i', 'hand', 'deliv', 'answer', 'week', 'q', '&', 'amp', ';', 'a', 'mailbag', 'touch', 'lot', 'of…']",1067500186140884992
RT @meadoz: Since 1909 #WVU is 662-437-41 all time (58%). Dana Holgerson is 61-40 (60%). Without Dana WVU is 601-397-41 (57.8%). Without hi…,"['rt', '@', 'meadoz', ':', 'sinc', '1909', '#', 'wvu', '662-437-41', 'time', '(', '58', '%', ')', '.', 'dana', 'holgerson', '61-40', '(', '60', '%', ')', '.', 'without', 'dana', 'wvu', '601-397-41', '(', '57.8', '%', ')', '.', 'without', 'hi…']",1067499796519358466
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,"['rt', '@', 'rivalskeenan', ':', 'freshman', 'point', 'guard', 'jordan', 'mccabe', 'get', 'shot', '#', 'wvu', 'practic', '.']",1067499612129370113
"RT : Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ","['rt', ':', 'rumor', ',', 'don', '’', 't', 'believ', '.', 'holgorsen', 'will', 'continu', 'build', '#', 'wvu', 'footbal']",1067498958258360321
"RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the…","['rt', '@', 'weekley', ':', 'west', 'virginia', 'content', 'big', '12', 'championship', 'season', ',', 'fell', 'short', 'last', 'friday', ""'s"", 'loss', 'the…']",1067497412275724295
"RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the…","['rt', '@', 'weekley', ':', 'west', 'virginia', 'content', 'big', '12', 'championship', 'season', ',', 'fell', 'short', 'last', 'friday', ""'s"", 'loss', 'the…']",1067497399730520064
"RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the…","['rt', '@', 'weekley', ':', 'west', 'virginia', 'content', 'big', '12', 'championship', 'season', ',', 'fell', 'short', 'last', 'friday', ""'s"", 'loss', 'the…']",1067497382303186945
"RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the…","['rt', '@', 'weekley', ':', 'west', 'virginia', 'content', 'big', '12', 'championship', 'season', ',', 'fell', 'short', 'last', 'friday', ""'s"", 'loss', 'the…']",1067497369053396993
"West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's… ","['west', 'virginia', 'content', 'big', '12', 'championship', 'season', ',', 'fell', 'short', 'last', ""friday's…""]",1067497295653076993
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,"['rt', '@', 'rivalskeenan', ':', 'freshman', 'point', 'guard', 'jordan', 'mccabe', 'get', 'shot', '#', 'wvu', 'practic', '.']",1067497158604177409
RT : Aerial photos courtesy of  showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @…,"['rt', ':', 'aerial', 'photo', 'courtesi', 'show', 'progress', 'the', 'aquat', 'track', 'center', 'mylan', 'park', '@', 'wvuswimd', '@', '…']",1067496794853130241
RT : Aerial photos courtesy of  showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @…,"['rt', ':', 'aerial', 'photo', 'courtesi', 'show', 'progress', 'the', 'aquat', 'track', 'center', 'mylan', 'park', '@', 'wvuswimd', '@', '…']",1067496752054439936
Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,"['freshman', 'point', 'guard', 'jordan', 'mccabe', 'get', 'shot', '#', 'wvu', 'practic', '.']",1067494676826112000
" A nonbiased ranking:
#Alabama
#Clemson
#NotreDame
#UCF
#Georgia
#Oklahoma
#OSU
#Michigan
#Texas… ","['a', 'nonbias', 'rank', ':', '#', 'alabama', '#', 'clemson', '#', 'notredam', '#', 'ucf', '#', 'georgia', '#', 'oklahoma', '#', 'osu', '#', 'michigan', '#', 'texas…']",1067494165750124544
RT : #WVU football bowl projections at the end of the regular season.... ,"['rt', ':', '#', 'wvu', 'footbal', 'bowl', 'project', 'end', 'regular', 'season', '...', '.']",1067493383734784001
#WVU football bowl projections at the end of the regular season.... ,"['#', 'wvu', 'footbal', 'bowl', 'project', 'end', 'regular', 'season', '...', '.']",1067493261260972033
When your class of 8th graders start singing along to country roads! #AllTheFeels #ProudTeacher #HailWV… ,"['when', 'class', '8th', 'grader', 'start', 'sing', 'along', 'countri', 'road', '!', '#', 'allthefeel', '#', 'proudteach', '#', 'hailwv…']",1067493164792057861
"RT : Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ","['rt', ':', 'rumor', ',', 'don', '’', 't', 'believ', '.', 'holgorsen', 'will', 'continu', 'build', '#', 'wvu', 'footbal']",1067492803784163333
"RT : VIP Exclusive via @mikecasazza -  on  at #WVU, what he's heard about other schools' interest…","['rt', ':', 'vip', 'exclus', 'via', '@', 'mikecasazza', '-', '#', 'wvu', ',', ""'s"", 'heard', 'school', ""'"", 'interest…']",1067492704370786304
"RT : VIP Exclusive via @mikecasazza -  on  at #WVU, what he's heard about other schools' interest…","['rt', ':', 'vip', 'exclus', 'via', '@', 'mikecasazza', '-', '#', 'wvu', ',', ""'s"", 'heard', 'school', ""'"", 'interest…']",1067490664663912448
"RT : Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ","['rt', ':', 'rumor', ',', 'don', '’', 't', 'believ', '.', 'holgorsen', 'will', 'continu', 'build', '#', 'wvu', 'footbal']",1067490477870592000
"RT @bhertzel: Two decades ago today, Marc Bulger and Mountaineers laid an avalanche of points on Backyard Brawlrival Pitt. #wvu #BGN ","['rt', '@', 'bhertzel', ':', 'two', 'decad', 'ago', 'today', ',', 'marc', 'bulger', 'mountain', 'laid', 'avalanch', 'point', 'backyard', 'brawlriv', 'pitt', '.', '#', 'wvu', '#', 'bgn']",1067490326720466944
"RT : Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ","['rt', ':', 'rumor', ',', 'don', '’', 't', 'believ', '.', 'holgorsen', 'will', 'continu', 'build', '#', 'wvu', 'footbal']",1067490085199855622
"Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ","['rumor', ',', 'don', '’', 't', 'believ', '.', 'holgorsen', 'will', 'continu', 'build', '#', 'wvu', 'footbal']",1067490024424394752
"RT : Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No…","['rt', ':', 'over', 'last', 'three', 'day', ',', 'i', 've', 'spoken', 'member', '#', 'wvu', 'coach', 'staff', ',', 'athlet', 'dept', 'other', 'industri', '.', 'no…']",1067489827489267713
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067489230631378947
"RT : Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No…","['rt', ':', 'over', 'last', 'three', 'day', ',', 'i', 've', 'spoken', 'member', '#', 'wvu', 'coach', 'staff', ',', 'athlet', 'dept', 'other', 'industri', '.', 'no…']",1067488858386956290
"Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industr… ","['over', 'last', 'three', 'day', ',', 'i', 've', 'spoken', 'member', '#', 'wvu', 'coach', 'staff', ',', 'athlet', 'dept', 'other', 'industr…']",1067488629080100865
RT : My colleague @bigahickey provides the most exciting bowl possibilities for #WVU —plus a few that are uninspiring. ,"['rt', ':', 'my', 'colleagu', '@', 'bigahickey', 'provid', 'excit', 'bowl', 'possibl', '#', 'wvu', '—plus', 'uninspir', '.']",1067487108993028097
"RT @mr_ayybann: Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life for a f…","['rt', '@', 'mr_ayybann', ':', 'parent', 'yell', ',', 'coach', 'call', 'name', ',', 'player', 'want', 'hit', 'i', 'will', 'not', 'allow', 'ruin', 'life', 'f…']",1067485797497090048
"VIP Exclusive via @mikecasazza -  on  at #WVU, what he's heard about other schools' intere… ","['vip', 'exclus', 'via', '@', 'mikecasazza', '-', '#', 'wvu', ',', ""'s"", 'heard', 'school', ""'"", 'intere…']",1067485708745498624
RT : Please consider making a donation to our chapters scholarship fund for #GivingTuresday - Our scholarship helps to send…,"['rt', ':', 'pleas', 'consid', 'make', 'donat', 'chapter', 'scholarship', 'fund', '#', 'givingturesday', '-', 'our', 'scholarship', 'help', 'send…']",1067485272831680512
Over the first three games #WVU Senior Esa Ahmad had 15 turnovers. In the two games since that number has dipped to… ,"['over', 'first', 'three', 'game', '#', 'wvu', 'senior', 'esa', 'ahmad', '15', 'turnov', '.', 'in', 'two', 'game', 'sinc', 'number', 'dip', 'to…']",1067484600958631936
Forever Game Day!  On this date in 1919 (99 years ago!)  had a very Happy Thankgiving after hosting Was… ,"['forev', 'game', 'day', '!', 'on', 'date', '1919', '(', '99', 'year', 'ago', '!', ')', 'happi', 'thankgiv', 'host', 'was…']",1067484582193225728
"RT @mr_ayybann: Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life for a f…","['rt', '@', 'mr_ayybann', ':', 'parent', 'yell', ',', 'coach', 'call', 'name', ',', 'player', 'want', 'hit', 'i', 'will', 'not', 'allow', 'ruin', 'life', 'f…']",1067484271881986050
#WVU fans you know what to do. Ryder is on the basketball schedule soon. ,"['#', 'wvu', 'fan', 'know', '.', 'ryder', 'basketbal', 'schedul', 'soon', '.']",1067484249052389381
"RT @mr_ayybann: Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life for a f…","['rt', '@', 'mr_ayybann', ':', 'parent', 'yell', ',', 'coach', 'call', 'name', ',', 'player', 'want', 'hit', 'i', 'will', 'not', 'allow', 'ruin', 'life', 'f…']",1067483781249028096
"RT : The Annual #WVU SAF Christmas Tree sale is going on this week. Deadline to place your order is Sunday Dec. 2, 2019 at 5pm.…","['rt', ':', 'the', 'annual', '#', 'wvu', 'saf', 'christma', 'tree', 'sale', 'go', 'week', '.', 'deadlin', 'place', 'order', 'sunday', 'dec.', '2', ',', '2019', '5pm.…']",1067481842188734465
"Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life… ","['parent', 'yell', ',', 'coach', 'call', 'name', ',', 'player', 'want', 'hit', 'i', 'will', 'not', 'allow', 'ruin', 'life…']",1067481143199612929
RT : Is being on tinder considered setting your standards low? #Wvu,"['rt', ':', 'is', 'tinder', 'consid', 'set', 'standard', 'low', '?', '#', 'wvu']",1067478648809230336
"David Hardesty is a great West Virginian, was a great President of the University and is a role model for all who l… ","['david', 'hardesti', 'great', 'west', 'virginian', ',', 'great', 'presid', 'univers', 'role', 'model', 'l…']",1067478227235434496
"Join the  Thursday, Nov. 29 at 2 p.m. in the  Ballrooms for the Women's and Gender Studies Fa… ","['join', 'thursday', ',', 'nov.', '29', '2', 'p.m.', 'ballroom', 'women', ""'s"", 'gender', 'studi', 'fa…']",1067477906371170304
Same thing I say when people discuss #Marshall as a #WVU rival. ,"['same', 'thing', 'i', 'say', 'peopl', 'discus', '#', 'marshal', '#', 'wvu', 'rival', '.']",1067477577084952576
Over the first three games #WVU Senior Esa Ahmad had 15 turnovers. In the two games since that number has dipped to… ,"['over', 'first', 'three', 'game', '#', 'wvu', 'senior', 'esa', 'ahmad', '15', 'turnov', '.', 'in', 'two', 'game', 'sinc', 'number', 'dip', 'to…']",1067476871774912513
OFFER EXTENDED! Sign up for a new annual subscription to  and get a $99 gift card to the store for y… ,"['offer', 'extend', '!', 'sign', 'new', 'annual', 'subscript', 'get', '$', '99', 'gift', 'card', 'store', 'y…']",1067476658511388672
RT @rivalskeenan: Some updates of note for #WVU  ($),"['rt', '@', 'rivalskeenan', ':', 'some', 'updat', 'note', '#', 'wvu', '(', '$', ')']",1067476414042185728
"A year ago today: one of the biggest #allmets commitments in the class of 2018.  to #WVU

","['a', 'year', 'ago', 'today', ':', 'one', 'biggest', '#', 'allmet', 'commit', 'class', '2018.', '#', 'wvu']",1067476110210998272
The PRT is running on a normal schedule (Tue Nov 27 12:48:49 2018). #wvuprt #wvu #prt,"['the', 'prt', 'run', 'normal', 'schedul', '(', 'tue', 'nov', '27', '12:48:49', '2018', ')', '.', '#', 'wvuprt', '#', 'wvu', '#', 'prt']",1067475649818968066
"RT : On #GivingTuesday around the globe,  reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer…","['rt', ':', 'on', '#', 'givingtuesday', 'around', 'globe', ',', 'reflect', 'passion', 'behind', '&', 'amp', ';', 'impact', 'norma', 'mae', 'huggin', 'cancer…']",1067475270909812738
RT : Time is running out on our best deal! Sign up for an annual subscription to  and get a FREE $99 gift car…,"['rt', ':', 'time', 'run', 'best', 'deal', '!', 'sign', 'annual', 'subscript', 'get', 'free', '$', '99', 'gift', 'car…']",1067474979241873408
"RT : Travel through computer science adventures during the 's Center for Gravitational Waves and Cosmology, @wvus…","['rt', ':', 'travel', 'comput', 'scienc', 'adventur', ""'s"", 'center', 'gravit', 'wave', 'cosmolog', ',', '@', 'wvus…']",1067474915794784257
"I figured it out, the #CFP is bigoted against the Blue side of the spectrum: #WVU, #Michigan. Red: #Bama, #OU, #UGA… ","['i', 'figur', ',', '#', 'cfp', 'bigot', 'blue', 'side', 'spectrum', ':', '#', 'wvu', ',', '#', 'michigan', '.', 'red', ':', '#', 'bama', ',', '#', 'ou', ',', '#', 'uga…']",1067474597447172096
West Virginia #Mountaineers WVU Black Fashion Sunglasses #WVU ,"['west', 'virginia', '#', 'mountain', 'wvu', 'black', 'fashion', 'sunglass', '#', 'wvu']",1067474414118346753
Travel through computer science adventures during the 's Center for Gravitational Waves and Cosmolo… ,"['travel', 'comput', 'scienc', 'adventur', ""'s"", 'center', 'gravit', 'wave', 'cosmolo…']",1067474383915155456
Time is running out on our best deal! Sign up for an annual subscription to  and get a FREE $99 gift… ,"['time', 'run', 'best', 'deal', '!', 'sign', 'annual', 'subscript', 'get', 'free', '$', '99', 'gift…']",1067473867889876993
"Elite Pint Glasses, Coasters &amp; Bottle Opener Set | #WVU #Mountaineers #Beer Drinkers Gift Set ","['elit', 'pint', 'glass', ',', 'coaster', '&', 'amp', ';', 'bottl', 'open', 'set', '|', '#', 'wvu', '#', 'mountain', '#', 'beer', 'drinker', 'gift', 'set']",1067471892133625856
RT : Thank you to all the seniors &amp; every #Mountaineer  this year! Although the season obviously didn’t go the…,"['rt', ':', 'thank', 'senior', '&', 'amp', ';', 'everi', '#', 'mountain', 'year', '!', 'although', 'season', 'obvious', 'didn', '’', 't', 'go', 'the…']",1067471583256748032
"RT : A quarterback i’ll tell my grandkids about.. Thank you for the memories @willgrier_ #ForeverAMountaineer #WVU 

(Photos: @…","['rt', ':', 'a', 'quarterback', '’', 'll', 'tell', 'grandkid', 'about..', 'thank', 'memori', '@', 'willgrier_', '#', 'foreveramountain', '#', 'wvu', '(', 'photo', ':', '@', '…']",1067470821600518144
The PRT is down between Beechurst station and Engineering station (Tue Nov 27 12:27:00 2018). #wvuprt #wvu #prt,"['the', 'prt', 'beechurst', 'station', 'engin', 'station', '(', 'tue', 'nov', '27', '12:27:00', '2018', ')', '.', '#', 'wvuprt', '#', 'wvu', '#', 'prt']",1067470618805841920
"RT : Congratulations, President Hardesty! We have been so lucky to have you with us. Thank you for your service and leadership -…","['rt', ':', 'congratul', ',', 'presid', 'hardesti', '!', 'we', 'lucki', 'u', '.', 'thank', 'servic', 'leadership', '-…']",1067469457616969728
"Congratulations, President Hardesty! We have been so lucky to have you with us. Thank you for your service and lead… ","['congratul', ',', 'presid', 'hardesti', '!', 'we', 'lucki', 'u', '.', 'thank', 'servic', 'lead…']",1067468779536506880
RT : How did former #WVU stars fare in the NFL this week?  breaks it all down player by player in Mountaineer…,"['rt', ':', 'how', 'former', '#', 'wvu', 'star', 'fare', 'nfl', 'week', '?', 'break', 'player', 'player', 'mountaineer…']",1067467907070873600
Love everything about this! Thank you for all that you have done for #WVU #legacy @wvulaw ,"['love', 'everyth', '!', 'thank', 'done', '#', 'wvu', '#', 'legaci', '@', 'wvulaw']",1067465233919205376
Reversible Couch Cover - #WVU Team Sofa Slipcover Set / Furniture Protector -  #Mountaineers ,"['revers', 'couch', 'cover', '-', '#', 'wvu', 'team', 'sofa', 'slipcov', 'set', '/', 'furnitur', 'protector', '-', '#', 'mountain']",1067464358979084288
Former high school commit discussing options with #WVU after impressive JUCO campaign (VIP).... ,"['former', 'high', 'school', 'commit', 'discuss', 'option', '#', 'wvu', 'impress', 'juco', 'campaign', '(', 'vip', ')', '...', '.']",1067463066181353473
Time is running out on our best deal! Sign up for an annual subscription to  and get a FREE $99 gift… ,"['time', 'run', 'best', 'deal', '!', 'sign', 'annual', 'subscript', 'get', 'free', '$', '99', 'gift…']",1067462934027272193
RT @tahjetellis: *WEST VIRGINIA MUSIC ARTIST* #304 #chuckcity #wvu  #youtube ,"['rt', '@', 'tahjetelli', ':', '*west', 'virginia', 'music', 'artist*', '#', '304', '#', 'chuckciti', '#', 'wvu', '#', 'youtub']",1067462103575994371
Is being on tinder considered setting your standards low? #Wvu,"['is', 'tinder', 'consid', 'set', 'standard', 'low', '?', '#', 'wvu']",1067461451747680256
"RT : On #GivingTuesday around the globe,  reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer…","['rt', ':', 'on', '#', 'givingtuesday', 'around', 'globe', ',', 'reflect', 'passion', 'behind', '&', 'amp', ';', 'impact', 'norma', 'mae', 'huggin', 'cancer…']",1067461211011321856
RT @bradhowe07: NEW EPISODE: The disappointment from Friday’s loss to Oklahoma will linger within Mountaineer Nation for a long time. We di…,"['rt', '@', 'bradhowe07', ':', 'new', 'episod', ':', 'the', 'disappoint', 'friday', '’', 's', 'loss', 'oklahoma', 'will', 'linger', 'within', 'mountain', 'nation', 'long', 'time', '.', 'we', 'di…']",1067460621602570243
Don't miss this awesome opportunity to be a champion for diversity! #WVU #applytoday  ,"['do', ""n't"", 'miss', 'awesom', 'opportun', 'champion', 'divers', '!', '#', 'wvu', '#', 'applytoday']",1067459874865512450
" @espn A nonbiased ranking:
#Alabama
#Clemson
#NotreDame
#UCF
#Georgia
#Oklahoma
#OSU
#Michigan
#Texas… ","['@', 'espn', 'a', 'nonbias', 'rank', ':', '#', 'alabama', '#', 'clemson', '#', 'notredam', '#', 'ucf', '#', 'georgia', '#', 'oklahoma', '#', 'osu', '#', 'michigan', '#', 'texas…']",1067457675905118208
How did #WVU's offense do against opponents in comparison to other teams? A game-by-game breakdown (VIP).... ,"['how', '#', 'wvu', ""'s"", 'offens', 'oppon', 'comparison', 'team', '?', 'a', 'game-by-gam', 'breakdown', '(', 'vip', ')', '...', '.']",1067456600363929604
"My take on Will Grier and #WVU 
1. He should play in the bowl 
2. Dana agrees ( privately) to the following 
- Get… ","['my', 'take', 'will', 'grier', '#', 'wvu', '1', '.', 'he', 'play', 'bowl', '2', '.', 'dana', 'agre', '(', 'privat', ')', 'follow', '-', 'get…']",1067456436756774912
RT : How did former #WVU stars fare in the NFL this week?  breaks it all down player by player in Mountaineers…,"['rt', ':', 'how', 'former', '#', 'wvu', 'star', 'fare', 'nfl', 'week', '?', 'break', 'player', 'player', 'mountaineers…']",1067456310332010496
Numbers and Notes: Oklahoma. Looking at the advanced statistics from the match up with the Sooners as well as seaso… ,"['number', 'note', ':', 'oklahoma', '.', 'look', 'advanc', 'statist', 'match', 'sooner', 'well', 'seaso…']",1067454962446344198
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067454291223269376
Some updates of note for #WVU  ($),"['some', 'updat', 'note', '#', 'wvu', '(', '$', ')']",1067453751844319232
