Tweet ID,Username,Text,Number of Retweets,Number of Likes 
1067518698607517697,__ClassicCutz,b'Classic Cutz Barbershop \xf0\x9f\x92\x88 219 Wall Street Morgantown Wv #classiccutzmorgantown #wv #westvirginia #wvu keenjoeel0920\xe2\x80\xa6 https://t.co/lCgKiSDEHv',0,0
1067518521704415232,Mountaineer2013,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067518049937436677,WVU_ROXX,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067517019728285696,COUCHESBWARE,"b""RT @WVSportsDotCom: You have to know you're not going to get these calls from Big 12 officiating crews. #WVU https://t.co/DxuVHKMCyD""",315,0
1067516620132765696,CrewsControlWV,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067516477279019009,MGuillermo72965,b'RT @spikeyeezy: \xe2\x80\x9cTito\xe2\x80\x99s &amp; Tacos\xe2\x80\x9d every Tuesday at @EmbersWv \n\n#TacoTuesday #WVU #goodeats https://t.co/oRuKZXL0ID',3,0
1067516329610158080,PattyO921,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067516233698947072,eyoung50,"b'RT @DubVNation: Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,0
1067516232079994880,ryanseigh,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067516151163486210,DubVNation,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067516114954002433,BetweenTheEers,"b'RT @DVNCallihan: Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, program is\xe2\x80\xa6'",66,0
1067515886267969537,TheDASports,"b'#WVU head coach Bob Huggins talks about Rider, who his team plays at 6:30 p.m. Wednesday at the Coliseum https://t.co/Wml9IbJ8ct'",0,0
1067515840206127105,WVUCancer,b'Help us on #GivingTuesday with our fight against cancer. Please consider supporting @CoachHuggs and the Norma Mae H\xe2\x80\xa6 https://t.co/8QxJuDqMJf',1,5
1067515737802268673,DVNCallihan,"b'Dana Holgorsen\xe2\x80\x99s 1st 4 years at #WVU\n\n28-23 (.549)\n\nHolgorsen\xe2\x80\x99s last 4 years at #WVU\n\n33-17 (.660)\n\nBe patient, pro\xe2\x80\xa6 https://t.co/cvfMS5rqKK'",66,253
1067515457828204545,WVUCrushes_,b'To the boy in the cabellas sweatshirt waiting for the PRT this morning that smiled at me. Hit me up. #wvu',0,1
1067514832398753793,EmbersWv,b'RT @spikeyeezy: \xe2\x80\x9cTito\xe2\x80\x99s &amp; Tacos\xe2\x80\x9d every Tuesday at @EmbersWv \n\n#TacoTuesday #WVU #goodeats https://t.co/oRuKZXL0ID',3,0
1067514482610642944,TheDASports,b'#WVU forward Lamont West talks about the energy Emmitt Matthews Jr. has provided off the bench https://t.co/hxWmgtiKp9',0,0
1067513299170934784,TheDASports,b'#WVU head coach Bob Huggins said Beetle Bolden and Wesley Harris will play against Rider tomorrow',0,1
1067512805660782592,spikeyeezy,b'\xe2\x80\x9cTito\xe2\x80\x99s &amp; Tacos\xe2\x80\x9d every Tuesday at @EmbersWv \n\n#TacoTuesday #WVU #goodeats https://t.co/oRuKZXL0ID',3,8
1067512003667914752,rivalskeenan,b'#WVU head coach Bob Huggins said that James Bolden practiced yesterday and will play against Rider tomorrow. Forwar\xe2\x80\xa6 https://t.co/wEE9IVq0PP',3,10
1067511840048128000,TheDASports,b'Jordan McCabe talks about #WVU limiting turnovers the last two games https://t.co/2o7d66L2vQ',0,9
1067511680190558208,CJacksonWVU,b'#WVU head coach Bob Huggins said Beetle Bolden practiced yesterday and will play against Rider tomorrow. Wesley Harris will also return',1,6
1067510904835723266,DubVnightlife,b'#WVU #Mountaineers Black Navy Blue Sport Sunglasses Gift https://t.co/D08w2ED5RA',0,1
1067508687852441601,DubVnightlife,b'West Virginia - Giant #Beer Mug | #WVU #Mountaineers 25 oz. Elite Tankard Mug https://t.co/u1x8DX09l2',0,1
1067508628964306944,StephenGarner32,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067508360961056768,EerSportsDotCom,b'#WVU fact guide for the ongoing coaching carousel (VIP).... https://t.co/lRMP7oYRLe',0,0
1067506107734786049,69cds87,"b""RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the\xe2\x80\xa6""",6,0
1067505217338519552,PatrickKotnik,b'RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. https://t.co/Rac6BmSGji',13,0
1067503180202807296,aidaspalding,b'RT @jacobbogage: A year ago today: one of the biggest #allmets commitments in the class of 2018. @DillonSpalding to #WVU\n\nhttps://t.co/cOaU\xe2\x80\xa6',3,0
1067503009939288064,HilmerHal,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067502677901361152,DillonSpalding,b'RT @jacobbogage: A year ago today: one of the biggest #allmets commitments in the class of 2018. @DillonSpalding to #WVU\n\nhttps://t.co/cOaU\xe2\x80\xa6',3,0
1067502671769321473,CrewsControlWV,"b'RT @WVUCountryRoads: Also, our #WVUFootball season recap show will likely drop sometime in the coming weeks before the bowl game. We will a\xe2\x80\xa6'",1,0
1067502553376657411,WVUCountryRoads,"b'Also, our #WVUFootball season recap show will likely drop sometime in the coming weeks before the bowl game. We wil\xe2\x80\xa6 https://t.co/nZRSgCgipf'",1,1
1067502158382272513,k_loveWVU,b'RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. https://t.co/Rac6BmSGji',13,0
1067502155458887680,therealsnowww,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067502104510631936,bricklayerwv,b'Career without student loan debt!\n#WestVirginia #Apprenticeship #Careers #WVU #Jobs https://t.co/znIfwhRTGg',0,0
1067502090153586688,morgantownwings,b'Sh*t the Bed 12/10 #Hot #Sauce - Imported from #Australia 8oz bottle \nhttps://t.co/5afN58wsz6 #morgantown #wvu',0,1
1067502032674795520,CrewsControlWV,"b'RT @DubVNation: Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,0
1067501814893998081,ALATA_Inc,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067500809758228480,EerSportsDotCom,"b""How did #WVU's offense do against opponents in comparison to other teams? A game-by-game breakdown (VIP).... https://t.co/lYHWYflJhE""",0,0
1067500346694660096,BeenHumbleBudd_,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067500186140884992,rivalskeenan,"b'You had the questions, I hand delivered the answers in the weekly @WVSportsDotCom Q&amp;A Mailbag touching on a lot of\xe2\x80\xa6 https://t.co/u9Pi6zcAMM'",0,0
1067499796519358466,Matt_Kelly310,b'RT @meadoz: Since 1909 #WVU is 662-437-41 all time (58%). Dana Holgerson is 61-40 (60%). Without Dana WVU is 601-397-41 (57.8%). Without hi\xe2\x80\xa6',1,0
1067499612129370113,Wvu2000aca,b'RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. https://t.co/Rac6BmSGji',13,0
1067498958258360321,Aslight_Nick,"b'RT @DubVNation: Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,0
1067497412275724295,680WKAZ,"b""RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the\xe2\x80\xa6""",6,0
1067497399730520064,580WCHS,"b""RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the\xe2\x80\xa6""",6,0
1067497382303186945,1490WSWW,"b""RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the\xe2\x80\xa6""",6,0
1067497369053396993,ProducerCoop,"b""RT @weekley: West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's loss to the\xe2\x80\xa6""",6,0
1067497295653076993,weekley,"b""West Virginia was in contention for the Big 12 championship most of the season, but fell short after last Friday's\xe2\x80\xa6 https://t.co/xeRpatiECm""",6,3
1067497158604177409,WVSportsDotCom,b'RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. https://t.co/Rac6BmSGji',13,0
1067496794853130241,WVUSwimDive,b'RT @Paradigmarch: Aerial photos courtesy of @ADSengineers showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @\xe2\x80\xa6',5,0
1067496752054439936,WVUXCTF,b'RT @Paradigmarch: Aerial photos courtesy of @ADSengineers showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @\xe2\x80\xa6',5,0
1067494676826112000,rivalskeenan,b'Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. https://t.co/Rac6BmSGji',13,221
1067494165750124544,JeffreyTaviano,b'@CFBPlayoff A nonbiased ranking:\n#Alabama\n#Clemson\n#NotreDame\n#UCF\n#Georgia\n#Oklahoma\n#OSU\n#Michigan\n#Texas\xe2\x80\xa6 https://t.co/UcFx4pRbAo',0,1
1067493383734784001,EagleCoach09,b'RT @CMAnderson247: #WVU football bowl projections at the end of the regular season.... https://t.co/NDaumTCtjE',1,0
1067493261260972033,CMAnderson247,b'#WVU football bowl projections at the end of the regular season.... https://t.co/NDaumTCtjE',1,2
1067493164792057861,Danitrots2,b'When your class of 8th graders start singing along to country roads! #AllTheFeels #ProudTeacher #HailWV\xe2\x80\xa6 https://t.co/LL87hOAr71',0,0
1067492803784163333,khunphucius,"b'RT @DubVNation: Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,0
1067492704370786304,Wvu2000aca,"b""RT @EerSportsDotCom: VIP Exclusive via @mikecasazza - @WVUADLyons on @Holgorsendana at #WVU, what he's heard about other schools' interest\xe2\x80\xa6""",2,0
1067490664663912448,mikecasazza,"b""RT @EerSportsDotCom: VIP Exclusive via @mikecasazza - @WVUADLyons on @Holgorsendana at #WVU, what he's heard about other schools' interest\xe2\x80\xa6""",2,0
1067490477870592000,BetweenTheEers,"b'RT @DubVNation: Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,0
1067490326720466944,jennadona,"b'RT @bhertzel: Two decades ago today, Marc Bulger and Mountaineers laid an avalanche of points on Backyard Brawlrival Pitt. #wvu #BGN https:\xe2\x80\xa6'",5,0
1067490085199855622,DVNCallihan,"b'RT @DubVNation: Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,0
1067490024424394752,DubVNation,"b'Rumors are out there, but don\xe2\x80\x99t believe them. Holgorsen will continue to build #WVU football https://t.co/isJRlZEoRk'",13,81
1067489827489267713,DominionPostWV,"b""RT @GAllanTaylor: Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No\xe2\x80\xa6""",6,0
1067489230631378947,lastcornerpass,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067488858386956290,kevin_spain,"b""RT @GAllanTaylor: Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No\xe2\x80\xa6""",6,0
1067488629080100865,GAllanTaylor,"b""Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industr\xe2\x80\xa6 https://t.co/bSuyuZr8dt""",6,18
1067487108993028097,bigahickey,b'RT @GAllanTaylor: My colleague @bigahickey provides the most exciting bowl possibilities for #WVU \xe2\x80\x94plus a few that are uninspiring. https:/\xe2\x80\xa6',4,0
1067485797497090048,Elucio22,"b'RT @mr_ayybann: Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life for a f\xe2\x80\xa6'",7,0
1067485708745498624,EerSportsDotCom,"b""VIP Exclusive via @mikecasazza - @WVUADLyons on @Holgorsendana at #WVU, what he's heard about other schools' intere\xe2\x80\xa6 https://t.co/F2iG3XdipP""",2,4
1067485272831680512,SARAWVU304,b'RT @LowCountryEers: Please consider making a donation to our chapters scholarship fund for #GivingTuresday - Our scholarship helps to send\xe2\x80\xa6',2,0
1067484600958631936,WVSportsDotCom,b'Over the first three games #WVU Senior Esa Ahmad had 15 turnovers. In the two games since that number has dipped to\xe2\x80\xa6 https://t.co/gpxFGyzXuq',0,7
1067484582193225728,jbisme_iamjb,b'Forever Game Day!  On this date in 1919 (99 years ago!) @WVUfootball had a very Happy Thankgiving after hosting Was\xe2\x80\xa6 https://t.co/bfNpm5MZJF',0,0
1067484271881986050,simplymonaaa,"b'RT @mr_ayybann: Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life for a f\xe2\x80\xa6'",7,0
1067484249052389381,Gregory__Adams,b'#WVU fans you know what to do. Ryder is on the basketball schedule soon. https://t.co/Zpj9hdADmF',0,0
1067483781249028096,ohheyyyrachel,"b'RT @mr_ayybann: Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life for a f\xe2\x80\xa6'",7,0
1067481842188734465,wvudavis,"b'RT @WVUforestry: The Annual #WVU SAF Christmas Tree sale is going on this week. Deadline to place your order is Sunday Dec. 2, 2019 at 5pm.\xe2\x80\xa6'",1,0
1067481143199612929,mr_ayybann,"b'Parents have yelled at me, coaches call me names, players want to hit me but I WILL NOT allow you to ruin your life\xe2\x80\xa6 https://t.co/9S0v4iedrE'",7,29
1067478648809230336,michajacks_,b'RT @WVUCrushes_: Is being on tinder considered setting your standards low? #Wvu',1,0
1067478227235434496,Torensborg,"b'David Hardesty is a great West Virginian, was a great President of the University and is a role model for all who l\xe2\x80\xa6 https://t.co/Rn3yRofgDf'",4,7
1067477906371170304,WVUEberly,"b""Join the @WGST_WVU Thursday, Nov. 29 at 2 p.m. in the @Mountainlair Ballrooms for the Women's and Gender Studies Fa\xe2\x80\xa6 https://t.co/aKiUEcY0OO""",0,0
1067477577084952576,beansbcardblog,b'Same thing I say when people discuss #Marshall as a #WVU rival. https://t.co/gCJWxQc7yW',0,2
1067476871774912513,rivalskeenan,b'Over the first three games #WVU Senior Esa Ahmad had 15 turnovers. In the two games since that number has dipped to\xe2\x80\xa6 https://t.co/MvIf5Gozq2',2,2
1067476658511388672,PatrickKotnik,b'OFFER EXTENDED! Sign up for a new annual subscription to @WVSportsDotCom and get a $99 gift card to the store for y\xe2\x80\xa6 https://t.co/H48M8Qnhev',0,0
1067476414042185728,PatrickKotnik,b'RT @rivalskeenan: Some updates of note for #WVU https://t.co/AZoPzvUBr8 ($)',1,0
1067476110210998272,jacobbogage,b'A year ago today: one of the biggest #allmets commitments in the class of 2018. @DillonSpalding to #WVU\n\nhttps://t.co/cOaUKRdNlW',3,11
1067475649818968066,PRTMonitor,b'The PRT is running on a normal schedule\xf0\x9f\x99\x8c (Tue Nov 27 12:48:49 2018). #wvuprt #wvu #prt',0,0
1067475270909812738,WVUHealth,"b'RT @WVUFoundation: On #GivingTuesday around the globe, @CoachHuggs reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer\xe2\x80\xa6'",10,0
1067474979241873408,Rivals,b'RT @WVSportsDotCom: Time is running out on our best deal! Sign up for an annual subscription to @WVSportsDotCom and get a FREE $99 gift car\xe2\x80\xa6',1,0
1067474915794784257,PhysicsAndAstro,"b""RT @WVUEberly: Travel through computer science adventures during the @PhysicsAndAstro's Center for Gravitational Waves and Cosmology, @wvus\xe2\x80\xa6""",3,0
1067474597447172096,in_twitmo,"b'I figured it out, the #CFP is bigoted against the Blue side of the spectrum: #WVU, #Michigan. Red: #Bama, #OU, #UGA\xe2\x80\xa6 https://t.co/JL5JLFg3jx'",0,0
1067474414118346753,DubVnightlife,b'West Virginia #Mountaineers WVU Black Fashion Sunglasses #WVU https://t.co/58F3upfh4a',0,0
1067474383915155456,WVUEberly,"b""Travel through computer science adventures during the @PhysicsAndAstro's Center for Gravitational Waves and Cosmolo\xe2\x80\xa6 https://t.co/6RuRUDJ1nF""",3,2
1067473867889876993,WVSportsDotCom,b'Time is running out on our best deal! Sign up for an annual subscription to @WVSportsDotCom and get a FREE $99 gift\xe2\x80\xa6 https://t.co/iYXw389537',1,0
1067471892133625856,DubVnightlife,"b'Elite Pint Glasses, Coasters &amp; Bottle Opener Set | #WVU #Mountaineers #Beer Drinkers Gift Set https://t.co/O4CNbKgH3Q'",0,0
1067471583256748032,jjwarren97,b'RT @Mountaineer2013: Thank you to all the seniors &amp; every #Mountaineer @WVUfootball this year! Although the season obviously didn\xe2\x80\x99t go the\xe2\x80\xa6',1,0
1067470821600518144,jjwarren97,b'RT @StrictlyWVU: A quarterback i\xe2\x80\x99ll tell my grandkids about.. Thank you for the memories @willgrier_ #ForeverAMountaineer #WVU \n\n(Photos: @\xe2\x80\xa6',192,0
1067470618805841920,PRTMonitor,b'The PRT is down between Beechurst station and Engineering station\xf0\x9f\x92\xa9 (Tue Nov 27 12:27:00 2018). #wvuprt #wvu #prt',0,0
1067469457616969728,WVULawLibrary,"b'RT @WVULawDean: Congratulations, President Hardesty! We have been so lucky to have you with us. Thank you for your service and leadership -\xe2\x80\xa6'",1,0
1067468779536506880,WVULawDean,"b'Congratulations, President Hardesty! We have been so lucky to have you with us. Thank you for your service and lead\xe2\x80\xa6 https://t.co/1lEjzfN37C'",1,16
1067467907070873600,Wvu2000aca,b'RT @WVSportsDotCom: How did former #WVU stars fare in the NFL this week? @WVSportsDotCom breaks it all down player by player in Mountaineer\xe2\x80\xa6',1,0
1067465233919205376,smcave,b'Love everything about this! Thank you for all that you have done for #WVU #legacy @wvulaw https://t.co/Ra2F7nycFj',0,6
1067464358979084288,DubVnightlife,b'Reversible Couch Cover - #WVU Team Sofa Slipcover Set / Furniture Protector -  #Mountaineers https://t.co/WG5xHALKl9',0,1
1067463066181353473,CMAnderson247,b'Former high school commit discussing options with #WVU after impressive JUCO campaign (VIP).... https://t.co/RjbAUhYbC6',0,2
1067462934027272193,rivalskeenan,b'Time is running out on our best deal! Sign up for an annual subscription to @WVSportsDotCom and get a FREE $99 gift\xe2\x80\xa6 https://t.co/4cSSGeOcEC',0,0
1067462103575994371,_TuneDay,b'RT @tahjetellis: *WEST VIRGINIA MUSIC ARTIST* #304 #chuckcity #wvu @YouTube #youtube https://t.co/YbXUZlfEri',2,0
1067461451747680256,WVUCrushes_,b'Is being on tinder considered setting your standards low? #Wvu',1,4
1067461211011321856,wvubandvoice,"b'RT @WVUFoundation: On #GivingTuesday around the globe, @CoachHuggs reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer\xe2\x80\xa6'",10,0
1067460621602570243,Debgresk1,b'RT @bradhowe07: NEW EPISODE: The disappointment from Friday\xe2\x80\x99s loss to Oklahoma will linger within Mountaineer Nation for a long time. We di\xe2\x80\xa6',8,0
1067459874865512450,smcave,"b""Don't miss this awesome opportunity to be a champion for diversity! #WVU #applytoday @DiversityWVU https://t.co/Qxmy51idGF""",0,0
1067457675905118208,JeffreyTaviano,b'@CFBPlayoff @espn A nonbiased ranking:\n#Alabama\n#Clemson\n#NotreDame\n#UCF\n#Georgia\n#Oklahoma\n#OSU\n#Michigan\n#Texas\xe2\x80\xa6 https://t.co/RDzuEXeD8Y',0,5
1067456600363929604,CMAnderson247,"b""How did #WVU's offense do against opponents in comparison to other teams? A game-by-game breakdown (VIP).... https://t.co/2myae4woPv""",0,1
1067456436756774912,WVwings,b'My take on Will Grier and #WVU \n1. He should play in the bowl \n2. Dana agrees ( privately) to the following \n- Get\xe2\x80\xa6 https://t.co/EMeVIsIWu3',1,1
1067456310332010496,beckaayee,b'RT @PatrickKotnik: How did former #WVU stars fare in the NFL this week? @WVSportsDotCom breaks it all down player by player in Mountaineers\xe2\x80\xa6',1,0
1067454962446344198,WVSportsDotCom,b'Numbers and Notes: Oklahoma. Looking at the advanced statistics from the match up with the Sooners as well as seaso\xe2\x80\xa6 https://t.co/ntwvRilPeE',0,2
1067454291223269376,taylorjeanlucas,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067453751844319232,rivalskeenan,b'Some updates of note for #WVU https://t.co/AZoPzvUBr8 ($)',1,0
1067453294631505921,xaviermuskie88,"b'RT @RDeckerWboy: Jalen Bridges, the #3 recruit of the 2020 class in WV, told me earlier this evening he recently went on a visit to Cincinn\xe2\x80\xa6'",17,0
1067452976690864129,GarrettCullen,"b'RT @WVUFoundation: On #GivingTuesday around the globe, @CoachHuggs reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer\xe2\x80\xa6'",10,0
1067452933573361664,WVUpAllNight,b'RT @smcave: E.Moore Hall is holiday ready! Stop by @WVUStudents Quiet place to study too! #WVU https://t.co/Row97MDaT5',8,0
1067452884835594242,WVwings,b'Some talk out there \nabout the Valero Alamo Bowl\n@valeroalamobowl\nand #WVU v. Washington State . \nThey would be a g\xe2\x80\xa6 https://t.co/0n0PFkerH5',0,0
1067452829219065861,_angelmcpherson,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067452303723106304,nathanjm000,b'What I think the #CFP rankings will be\n1 #bama\n2 #clemson\n3 #nd\n4 #uga\n5 #ou\n6 #ohiost\n7 #michigan\n8 #ucf\n9\xe2\x80\xa6 https://t.co/a1RsJ7Zdg5',0,0
1067452281594015746,WVUforestry,"b'The Annual #WVU SAF Christmas Tree sale is going on this week. Deadline to place your order is Sunday Dec. 2, 2019\xe2\x80\xa6 https://t.co/wE5KOYTgIS'",1,1
1067451879519657986,bmhanlon29,"b'RT @WVUFoundation: On #GivingTuesday around the globe, @CoachHuggs reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer\xe2\x80\xa6'",10,0
1067451777178632193,kevinmace,b'@Fr33BandBandit @EERSNATION During Holg\xe2\x80\x99s time here #WVU has brought in more money than all other coaches COMBINED.\xe2\x80\xa6 https://t.co/pvoqnPrZNV',0,2
1067451253481984001,dyehouseinfo,b'RT @ThorstenWuest: Thank you Dr. Todd Hamrick for sharing your expertise and industry experience on #Polymers #Manufacturing w/ our #IENG30\xe2\x80\xa6',2,0
1067450542266421250,DubVnightlife,b'Elite Pint (2) &amp; Pitcher Set (1) | #WVU #Mountaineers Pint Glasses and Pitcher Gift Set https://t.co/PVqgBbfuX0',0,2
1067449987712327680,Wvu2000aca,"b'RT @WVUFoundation: On #GivingTuesday around the globe, @CoachHuggs reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer\xe2\x80\xa6'",10,0
1067449364937879552,Wvu2000aca,"b""RT @EerSportsDotCom: How did former #WVU stars fare in the NFL this week? Here's this week's wrap up---&gt;  https://t.co/6sYkFMtzGP""",1,0
1067448397823655938,WVUFoundation,"b'On #GivingTuesday around the globe, @CoachHuggs reflects on the passion behind &amp; impact of the Norma Mae Huggins Ca\xe2\x80\xa6 https://t.co/uJ0xn2efwG'",10,17
1067447963432218624,EerSportsDotCom,"b""How did former #WVU stars fare in the NFL this week? Here's this week's wrap up---&gt;  https://t.co/6sYkFMtzGP""",1,0
1067446173093556225,WVUStudents,b'RT @smcave: Do you think you have what it takes to be the next Mountaineer Mascot? Info session tonight! #WVU #Mountaineer @wvustudents @WV\xe2\x80\xa6',1,0
1067444489462185984,Hersh_WVU,b'RT @Paradigmarch: Aerial photos courtesy of @ADSengineers showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @\xe2\x80\xa6',5,0
1067444485255249920,wvEsquiress,b'WVU at #16? List is invalid. #bluelot #ThePitPre1997 #WVU https://t.co/MOx3C2dHRF',0,1
1067443752829095936,smcave,b'Do you think you have what it takes to be the next Mountaineer Mascot? Info session tonight! #WVU #Mountaineer\xe2\x80\xa6 https://t.co/yT8Tnf1e6j',1,1
1067441129539289089,KLAdkinsII,"b""@DS5_ Damn....I can't believe its already been 4 years since I got to see you catch your first TD in the Cactus Bow\xe2\x80\xa6 https://t.co/CP4ttTb9Dv""",0,0
1067440218037542912,laurenpenney_,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067438050874191872,rivalskeenan,b'OFFER EXTENDED! Sign up for a new annual subscription to @WVSportsDotCom and get a $99 gift card to the store for y\xe2\x80\xa6 https://t.co/2yFt2ohp9q',0,0
1067435414477139969,DubVnightlife,b'#WVU - Spirit Pint Glasses (2) | WVU Mountaineers 16 oz. Beer Pints - Set of 2 https://t.co/gTE38sFOOg',0,0
1067430354527506432,PRTMonitor,b'The PRT is running on a normal schedule\xf0\x9f\x99\x8c (Tue Nov 27 09:46:45 2018). #wvuprt #wvu #prt',0,0
1067428150043467776,WVUFireman2135,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067426578035077120,PRTMonitor,b'The PRT is down between Beechurst station and Engineering station\xf0\x9f\x92\xa9 (Tue Nov 27 09:31:17 2018). #wvuprt #wvu #prt',0,0
1067426318671912960,WVSportsDotCom,b'How did former #WVU stars fare in the NFL this week? @WVSportsDotCom breaks it all down player by player in Mountai\xe2\x80\xa6 https://t.co/ALkxHloCmp',1,2
1067426241416970242,rivalskeenan,b'Numbers and Notes: Oklahoma. Looking at the advanced statistics from the match up with the Sooners as well as seaso\xe2\x80\xa6 https://t.co/RYteztIltV',0,0
1067426040027459584,SWDeputyChief12,b'RT @Paradigmarch: Aerial photos courtesy of @ADSengineers showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @\xe2\x80\xa6',5,0
1067425513529061376,AmandaRayLaw,b'RT @WVUEberly: Sit down with @ProfGeorgeYancy tonight at 7:30 p.m. in the @Mountainlair Ballrooms as he discusses \xe2\x80\x9cWhy Does Race Still Matt\xe2\x80\xa6',1,0
1067425342745427968,PatrickKotnik,b'How did former #WVU stars fare in the NFL this week? @WVSportsDotCom breaks it all down player by player in Mountai\xe2\x80\xa6 https://t.co/1G7PMsUJ35',1,3
