Text,sentiment polarity,sentiment subjectivity,tweet ID
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067565114495258625
RT : #WVU has registered double digit wins in a season 9 times in its 127 year history. Dana Holgorsen has 2 of those in 8 year…,0.15,0.1,1067565003555905536
RT : #WVU has registered double digit wins in a season 9 times in its 127 year history. Dana Holgorsen has 2 of those in 8 year…,0.15,0.1,1067564923180515328
RT : #WVU has registered double digit wins in a season 9 times in its 127 year history. Dana Holgorsen has 2 of those in 8 year…,0.15,0.1,1067564143031537665
"RT : I understand fans want to win, but why do I keep seeing “mediocrity” and comparisons to blue blood programs? 

There’s a r…",0.20000000000000004,0.23333333333333336,1067563770816401408
RT : #WVU has registered double digit wins in a season 9 times in its 127 year history. Dana Holgorsen has 2 of those in 8 year…,0.15,0.1,1067563553438220294
#WVU has registered double digit wins in a season 9 times in its 127 year history. Dana Holgorsen has 2 of those in 8 years.,0.15,0.1,1067563213150187521
It’d be a huge mistake for #WVU to let Dana go. ,0.4000000000000001,0.9,1067563084255059968
"RT : First 8 years as #WVU head coach

Don Nehlen 58-35-1 (.623)
Dana Holgorsen 61-40 (.604)

Pretty close.",0.25,0.6666666666666666,1067562894433402881
"RT : I understand fans want to win, but why do I keep seeing “mediocrity” and comparisons to blue blood programs? 

There’s a r…",0.20000000000000004,0.23333333333333336,1067562805711261698
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,-0.5,1.0,1067562442073489409
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,-0.5,1.0,1067561153310728195
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,-0.5,1.0,1067560815652409345
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067560521430433792
It’s always warm here☀️#meetmedowntown #happyhollidays #marshalluniversity #wvsu #wvu #adelphiasportsbar @ Downtow… ,0.6,0.6,1067560032227741697
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067560022392139776
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067559080024203264
"I understand fans want to win, but why do I keep seeing “mediocrity” and comparisons to blue blood programs? 

Ther… ",0.20000000000000004,0.23333333333333336,1067558991557996544
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067558761433350144
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067558714054504448
The PRT is running on a normal schedule (Tue Nov 27 18:19:39 2018). #wvuprt #wvu #prt,0.15,0.6499999999999999,1067558697168248833
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,-0.5,1.0,1067558666956677121
"RT : Travel through computer science adventures during the 's Center for Gravitational Waves and Cosmology, @wvus…",-0.1,0.1,1067558529064726530
"RT : Travel through computer science adventures during the 's Center for Gravitational Waves and Cosmology, @wvus…",-0.1,0.1,1067558490384867333
"@onecoolstud It’s also Alabama. Blue blood program, #WVU is not.",0.0,0.1,1067558461838364672
RT : WVU's Huggins Caught In Game of Whack-a-Squirrel? Beaver?  #WVU #BGN ,-0.4,0.4,1067558365251989504
"Baby it's cold outside! #WV 

#Morgantown #MorgantownWV #wvu #weather ",-0.3,0.525,1067557606502383616
WVU's Huggins Caught In Game of Whack-a-Squirrel? Beaver?  #WVU #BGN ,-0.4,0.4,1067557541931032577
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067556896465395713
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067554544572407808
The PRT is down between Beechurst station and Engineering station (Tue Nov 27 17:59:19 2018). #wvuprt #wvu #prt,-0.15555555555555559,0.2888888888888889,1067553666205405184
#WVU fact guide for the ongoing coaching carousel (VIP).... ,0.0,0.0,1067553659217575936
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067553375624007680
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067552204825993216
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,0.0,0.0,1067552110328406016
"RT : First 8 years as #WVU head coach

Don Nehlen 58-35-1 (.623)
Dana Holgorsen 61-40 (.604)

Pretty close.",0.25,0.6666666666666666,1067551144451469315
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,0.0,0.0,1067549246054912003
"RT : Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No…",0.0,0.06666666666666667,1067549052307456000
RT : Senior highlights of #WVU commit Winston Wright will definitely leave you impressed.... ,0.5,0.75,1067548218152636416
"RT : Like it if you believe happiness is making your kids happy!

#OwnTheStands. #regam. #WVU. #Love. #College. ",0.7333333333333334,0.6,1067548003932782594
"First 8 years as #WVU head coach

Don Nehlen 58-35-1 (.623)
Dana Holgorsen 61-40 (.604)

Pretty close.",0.25,0.6666666666666666,1067547836257116160
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067547377509249025
This deal won’t be around much longer. Get top-notch coverage with an annual subscription to  and a… ,0.6,0.6,1067547361738715141
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067546171428749312
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,0.0,0.0,1067544931063992320
Elite Beer Pints &amp; Vinyl Coasters Set | #WVU #Mountaineers Mixing Glass Beverage Set ,0.0,0.0,1067544862365532163
RT @rivalskeenan: Freshman point guard Jordan McCabe out here getting up shots for #WVU before practice. ,0.0,0.0,1067544820615389187
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067544662762840064
"RT : On #GivingTuesday around the globe,  reflects on the passion behind &amp; impact of the Norma Mae Huggins Cancer…",-0.4,0.7,1067544129561903104
"RT @mikecasazza: #WVU isn't pressing but other aspects are progressing.
",-0.125,0.375,1067543651235102721
West Virginia #Mountaineers WVU Black Fashion Sunglasses #WVU ,-0.16666666666666666,0.43333333333333335,1067543611003285506
"West Virginia University Mountaineers 4"" x 17"" Street Sign NCAA #WVU #morgantown ",0.0,0.0,1067543603252203525
"RT @mikecasazza: #WVU isn't pressing but other aspects are progressing.
",-0.125,0.375,1067543466819899392
"RT : Rumors are out there, but don’t believe them. Holgorsen will continue to build #WVU football ",0.0,0.0,1067543434154713089
"RT @mikecasazza: #WVU isn't pressing but other aspects are progressing.
",-0.125,0.375,1067543244681224192
"#WVU isn't pressing but other aspects are progressing.
",-0.125,0.375,1067543178293772288
RT : Aerial photos courtesy of  showing the progress to The Aquatic and Track Center at Mylan Park @wvuswimdive @…,-0.1,0.1,1067542754702622720
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067542561215135744
"RT : Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No…",0.0,0.06666666666666667,1067541465428037633
 Good refs. You should be a getting a little bonus out of that huh? #wvu problems.,0.25625,0.55,1067541270199853056
"RT : Dana Holgorsen’s 1st 4 years at #WVU

28-23 (.549)

Holgorsen’s last 4 years at #WVU

33-17 (.660)

Be patient, program is…",0.0,0.06666666666666667,1067540999986184192
"RT @jacobbogage: A year ago today: one of the biggest #allmets commitments in the class of 2018.  to #WVU

",0.0,0.0,1067540611853561856
"RT : Over the last three days, I've spoken with members of #WVU coaching staff, athletics dept and others in the industry. No…",0.0,0.06666666666666667,1067540030133022720
RT : #WVU head coach Bob Huggins says he expects to have Beetle Bolden back for the Rider game on Wednesday evening.,-0.2,0.2,1067539811051950080
#WVU head coach Bob Huggins says he expects to have Beetle Bolden back for the Rider game on Wednesday evening.,-0.2,0.2,1067539553890836482
"Remember, Mountaineer faithful, friends don't let friends go to Pitt. That is all. #HailWV #WVU #W… ",0.0,0.0,1067539106585030657
RT @rivalskeenan: #WVU head coach Bob Huggins said that James Bolden practiced yesterday and will play against Rider tomorrow. Forward Wesl…,0.0,0.0,1067538960254189568
RT : #WVU football bowl projections at the end of the regular season.... ,0.0,0.07692307692307693,1067538910736203782
